Timestamp,Name,Roll Number,Email,Mess Chosen,Date,Type of Complaint,Description of the Issue
03/05/2025 21:55:55,Rajesh Patel,241CS06,rajeshpatel.241cs06@nitk.edu.in,Block II(Aravali),01/26/2025,Service,Had to wait for 10 minutes for clean glasses to be brought.
03/05/2025 22:07:06,Nandini Kumar,231IT21,nandinikumar.231it21@nitk.edu.in,Block IV(Satpura),01/26/2025,Timing/Availability,No provision for late meals for students returning from field trips.
03/05/2025 22:18:17,Alok Verma,221CS45,alokverma.221cs45@nitk.edu.in,Block VIII(Trishul),01/25/2025,Food Hygiene,Visible dust on plates and bowls.
03/05/2025 22:29:28,Sunita Singh,211ME36,sunitasingh.211me36@nitk.edu.in,Mega mess,01/25/2025,Food Quality,Beans were undercooked and hard to chew.
03/05/2025 22:40:39,Pramod Kumar,241EC19,pramodkumar.241ec19@nitk.edu.in,Block I(Himalaya),01/24/2025,Food Quantity,Chapati size has decreased compared to last semester.
03/05/2025 22:51:50,Jaya Reddy,231ME03,jayareddy.231me03@nitk.edu.in,Block VII(Shivalik),01/24/2025,Service,Slow service during peak hours causing long queues.
03/06/2025 08:02:01,Kunal Sharma,221IT39,kunalsharma.221it39@nitk.edu.in,Block VI(Kailash),01/23/2025,Timing/Availability,No food available for late comers even within designated time.
03/06/2025 08:13:12,Seema Patel,211CS29,seemapatel.211cs29@nitk.edu.in,Block III(Vindhya),01/23/2025,Food Hygiene,Milk smells off and might be spoiled.
03/06/2025 08:24:23,Vivek Kumar,241IT04,vivekkumar.241it04@nitk.edu.in,Mega mess,01/22/2025,Food Quality,Chutney was too sour and inedible.
03/06/2025 08:35:34,Priya Singh,231EC32,priyasingh.231ec32@nitk.edu.in,Block V(Nilgiri),01/22/2025,Food Quantity,Three spoonfuls of curry is not enough for one meal.
03/06/2025 08:46:45,Rahul Joshi,221ME20,rahuljoshi.221me20@nitk.edu.in,Block II(Aravali),01/21/2025,Service,Staff talking loudly during meal hours disturbing students.
03/06/2025 08:57:56,Anu Verma,211IT46,anuverma.211it46@nitk.edu.in,Block IV(Satpura),01/21/2025,Timing/Availability,Mess closes exactly on time even if students are still eating.
03/06/2025 09:09:07,Saurabh Kumar,241CS22,saurabhkumar.241cs22@nitk.edu.in,Block VIII(Trishul),01/20/2025,Food Hygiene,Water used for cooking doesn't seem filtered.
03/06/2025 09:20:18,Neha Gupta,231ME37,nehagupta.231me37@nitk.edu.in,Mega mess,01/20/2025,Food Quality,Raita had sour curd that tasted spoiled.
03/06/2025 09:31:29,Vikas Sharma,221EC09,vikassharma.221ec09@nitk.edu.in,Block I(Himalaya),01/19/2025,Food Quantity,Not enough varieties in breakfast buffet compared to fee charged.
03/06/2025 09:42:40,Pooja Singh,211CS34,poojasingh.211cs34@nitk.edu.in,Block VII(Shivalik),01/19/2025,Service,No accommodation for students with special dietary requirements.
03/06/2025 09:53:51,Ankit Patel,241IT42,ankitpatel.241it42@nitk.edu.in,Block VI(Kailash),01/18/2025,Timing/Availability,Shortage of food items 15 minutes before closing time.
03/06/2025 10:05:02,Meenakshi Kumar,231CS16,meenakshikumar.231cs16@nitk.edu.in,Block III(Vindhya),01/18/2025,Food Hygiene,Vegetables look unwashed with visible dirt.
03/06/2025 10:16:13,Rajiv Verma,221ME48,rajivverma.221me48@nitk.edu.in,Mega mess,01/17/2025,Food Quality,Potato curry was bland with no spices.
03/06/2025 10:27:24,Usha Singh,211EC12,ushasingh.211ec12@nitk.edu.in,Block V(Nilgiri),01/17/2025,Food Quantity,Only one cup of tea allowed per student during breakfast.
03/06/2025 10:38:35,Deepak Joshi,241CS30,deepakjoshi.241cs30@nitk.edu.in,Block II(Aravali),01/16/2025,Service,No feedback mechanism available for mess improvements.
03/06/2025 10:49:46,Meera Kumar,231IT08,meerakumar.231it08@nitk.edu.in,Block IV(Satpura),01/16/2025,Timing/Availability,Weekend dinner starts too early for students returning from outings.
03/06/2025 11:00:57,Sanjay Sharma,221CS24,sanjaysharma.221cs24@nitk.edu.in,Block VIII(Trishul),01/15/2025,Food Hygiene,Ice cream freezer temperature seems inadequate as ice cream was partially melted.
03/06/2025 11:12:08,Rani Patel,211ME16,ranipatel.211me16@nitk.edu.in,Mega mess,01/15/2025,Food Quality,Samosas were overly greasy with oil dripping.
03/06/2025 11:23:19,Vinod Kumar,241EC25,vinodkumar.241ec25@nitk.edu.in,Block I(Himalaya),01/14/2025,Food Quantity,Serving spoons too small causing queues and delays.
03/06/2025 11:34:30,Sarita Singh,231ME43,saritasingh.231me43@nitk.edu.in,Block VII(Shivalik),01/14/2025,Service,No system to ensure fair distribution during high demand items.
03/06/2025 11:45:41,Ramesh Verma,221IT10,rameshverma.221it10@nitk.edu.in,Block VI(Kailash),01/13/2025,Timing/Availability,Lunch menu differs from what's listed on weekly schedule.
03/06/2025 11:56:52,Sheela Reddy,211CS41,sheelareddy.211cs41@nitk.edu.in,Block III(Vindhya),01/13/2025,Food Hygiene,Counters not cleaned between serving different items.
03/06/2025 12:08:03,Raj Kumar,241IT17,rajkumar.241it17@nitk.edu.in,Mega mess,01/12/2025,Food Quality,Rasam was too watery with no flavor.
03/06/2025 12:19:14,Neeta Sharma,231EC05,neetasharma.231ec05@nitk.edu.in,Block V(Nilgiri),01/12/2025,Food Quantity,Pickle served in extremely small quantity.
03/06/2025 12:30:25,Gopal Singh,221ME31,gopalsingh.221me31@nitk.edu.in,Block II(Aravali),01/11/2025,Service,Servers not willing to adjust portions upon request.
03/06/2025 12:41:36,Alka Joshi,211IT23,alkajoshi.211it23@nitk.edu.in,Block IV(Satpura),01/11/2025,Timing/Availability,No prior notification about mess closure for maintenance.
03/06/2025 12:52:47,Sudhir Kumar,241CS47,sudhirkumar.241cs47@nitk.edu.in,Block VIII(Trishul),01/10/2025,Food Hygiene,Kitchen area visible from dining has poor ventilation causing smoke.
03/06/2025 13:03:58,Nidhi Patel,231ME12,nidhipatel.231me12@nitk.edu.in,Mega mess,01/10/2025,Food Quality,Rotis were hard as cardboard and difficult to tear.
03/06/2025 13:15:09,Naveen Singh,221EC29,naveensingh.221ec29@nitk.edu.in,Block I(Himalaya),01/09/2025,Food Quantity,Only two spoons of sabzi per serving is insufficient.
03/06/2025 13:26:20,Geeta Verma,211CS03,geetaverma.211cs03@nitk.edu.in,Block VII(Shivalik),01/09/2025,Service,Tables not assigned causing confusion during peak hours.
03/06/2025 13:37:31,Rohit Kumar,241IT38,rohitkumar.241it38@nitk.edu.in,Block VI(Kailash),01/08/2025,Timing/Availability,Frequent delays in starting breakfast service.
03/06/2025 13:48:42,Archana Shah,231CS28,archanashah.231cs28@nitk.edu.in,Block III(Vindhya),01/08/2025,Food Hygiene,Found small insects in rice bag visible near storage area.
03/06/2025 13:59:53,Manoj Singh,221ME06,manojsingh.221me06@nitk.edu.in,Mega mess,01/07/2025,Food Quality,Dal had uncooked lentils that were hard to digest.
03/06/2025 14:11:04,Savita Kumar,211EC47,savitakumar.211ec47@nitk.edu.in,Block V(Nilgiri),01/07/2025,Food Quantity,Toast served as single piece instead of standard two pieces.
03/06/2025 14:22:15,Nikhil Joshi,241CS14,nikhiljoshi.241cs14@nitk.edu.in,Block II(Aravali),01/06/2025,Service,No provision for hand washing before entry to dining area.
03/06/2025 14:33:26,Uma Sharma,231IT31,umasharma.231it31@nitk.edu.in,Block IV(Satpura),01/06/2025,Timing/Availability,No food options for students with evening classes.
03/06/2025 14:44:37,Bharat Kumar,221CS17,bharatkumar.221cs17@nitk.edu.in,Block VIII(Trishul),01/05/2025,Food Hygiene,Food trays have water spots and look unclean.
03/06/2025 14:55:48,Laxmi Patel,211ME39,laxmipatel.211me39@nitk.edu.in,Mega mess,01/05/2025,Food Quality,Fried rice tastes like it was made with leftover rice.
03/06/2025 15:06:59,Sushil Singh,241EC07,sushilsingh.241ec07@nitk.edu.in,Block I(Himalaya),01/04/2025,Food Quantity,Protein options in vegetarian meals are too small.
03/06/2025 15:18:10,Rekha Verma,231ME23,rekhaverma.231me23@nitk.edu.in,Block VII(Shivalik),01/04/2025,Service,Too few staff during rush hour causing long lines.
03/06/2025 15:29:21,Vimal Kumar,221IT45,vimalkumar.221it45@nitk.edu.in,Block VI(Kailash),01/03/2025,Timing/Availability,No place to sit during peak lunch hours.
03/06/2025 15:40:32,Parvati Sharma,211CS11,parvatisharma.211cs11@nitk.edu.in,Block III(Vindhya),01/03/2025,Food Hygiene,Cups and glasses smell of detergent.
03/06/2025 15:51:43,Chandan Singh,241IT21,chandansingh.241it21@nitk.edu.in,Mega mess,01/02/2025,Food Quality,Pasta was overcooked and mushy.
03/06/2025 16:02:54,Sunita Joshi,231EC40,sunitajoshi.231ec40@nitk.edu.in,Block V(Nilgiri),01/02/2025,Food Quantity,Yogurt cups have decreased in size since last semester.
03/06/2025 16:14:05,Dheeraj Kumar,221ME14,dheerajkumar.221me14@nitk.edu.in,Block II(Aravali),01/01/2025,Service,No clear system for returning trays causing pile-ups.
03/06/2025 16:25:16,Padma Reddy,211IT33,padmareddy.211it33@nitk.edu.in,Block IV(Satpura),01/01/2025,Timing/Availability,Saturday dinner starts too early at 6:30 PM.
03/06/2025 16:36:27,Mohan Verma,241CS26,mohanverma.241cs26@nitk.edu.in,Block VIII(Trishul),12/31/2024,Food Hygiene,Sauce bottles on tables are sticky and uncleaned.
03/06/2025 16:47:38,Reshma Patel,231ME19,reshmapatel.231me19@nitk.edu.in,Mega mess,12/31/2024,Food Quality,Curry has too much oil floating on top.
03/06/2025 16:58:49,Kishore Singh,221EC22,kishoresingh.221ec22@nitk.edu.in,Block I(Himalaya),12/30/2024,Food Quantity,Only two puris served per plate is not enough.
03/06/2025 17:10:00,Radha Kumar,211CS37,radhakumar.211cs37@nitk.edu.in,Block VII(Shivalik),12/30/2024,Service,Cutlery is not properly arranged at stations.
03/06/2025 17:21:11,Anup Sharma,241IT41,anupsharma.241it41@nitk.edu.in,Block VI(Kailash),12/29/2024,Timing/Availability,Breakfast items run out 30 minutes before closing time.
03/06/2025 17:32:22,Lata Singh,231CS05,latasingh.231cs05@nitk.edu.in,Block III(Vindhya),12/29/2024,Food Hygiene,Dishwasher not working properly; glasses smell bad.
03/06/2025 17:43:33,Vineet Kumar,221ME40,vineetkumar.221me40@nitk.edu.in,Mega mess,12/28/2024,Food Quality,Lemon rice was excessively sour and inedible.
03/06/2025 17:54:44,Neelam Joshi,211EC18,neelamjoshi.211ec18@nitk.edu.in,Block V(Nilgiri),12/28/2024,Food Quantity,Breakfast eggs served as half portion compared to last month.
03/06/2025 18:05:55,Prakash Singh,241CS02,prakashsingh.241cs02@nitk.edu.in,Block II(Aravali),12/27/2024,Service,No salt or pepper available on dining tables.
03/06/2025 18:17:06,Shanti Verma,231IT26,shantiverma.231it26@nitk.edu.in,Block IV(Satpura),12/27/2024,Timing/Availability,Evening snacks selection is reduced on weekends.
03/06/2025 18:28:17,Vijay Kumar,221CS34,vijaykumar.221cs34@nitk.edu.in,Block VIII(Trishul),12/26/2024,Food Hygiene,Food storage containers visible from serving area look dirty.
03/06/2025 18:39:28,Sarita Patel,211ME09,saritapatel.211me09@nitk.edu.in,Mega mess,12/26/2024,Food Quality,Manchurian balls were raw from inside.
03/06/2025 18:50:39,Arun Singh,241EC34,arunsingh.241ec34@nitk.edu.in,Block I(Himalaya),12/25/2024,Food Quantity,Dessert portion is only one small piece.
03/06/2025 19:01:50,Reena Kumar,231ME30,reenakumar.231me30@nitk.edu.in,Block VII(Shivalik),12/25/2024,Service,Staff does not wear masks while serving food.
03/06/2025 19:13:01,Rakesh Joshi,221IT03,rakeshjoshi.221it03@nitk.edu.in,Block VI(Kailash),12/24/2024,Timing/Availability,No alternative meal option when main course is not preferred.
03/06/2025 19:24:12,Anita Sharma,211CS44,anitasharma.211cs44@nitk.edu.in,Block III(Vindhya),12/24/2024,Food Hygiene,Found stapler pin in salad plate.
03/06/2025 19:35:23,Sushil Kumar,241IT11,sushilkumar.241it11@nitk.edu.in,Mega mess,12/23/2024,Food Quality,Bread served at breakfast was stale.
03/06/2025 19:46:34,Manju Singh,231EC23,manjusingh.231ec23@nitk.edu.in,Block V(Nilgiri),12/23/2024,Food Quantity,Only one ladleful of curry per serving is too little.
03/06/2025 19:57:45,Ajit Verma,221ME26,ajitverma.221me26@nitk.edu.in,Block II(Aravali),12/22/2024,Service,Drinking water not refilled frequently enough.
03/06/2025 20:08:56,Nirmala Kumar,211IT07,nirmalakumar.211it07@nitk.edu.in,Block IV(Satpura),12/22/2024,Timing/Availability,Long gap between breakfast and lunch hours.
03/06/2025 20:20:07,Dinesh Singh,241CS43,dineshsingh.241cs43@nitk.edu.in,Block VIII(Trishul),12/21/2024,Food Hygiene,Food containers are left open during serving.
03/06/2025 20:31:18,Pooja Reddy,231ME15,poojareddy.231me15@nitk.edu.in,Mega mess,12/21/2024,Food Quality,Milk tea had burnt taste.
03/06/2025 20:42:29,Ramesh Kumar,221EC38,rameshkumar.221ec38@nitk.edu.in,Block I(Himalaya),12/20/2024,Food Quantity,Rice portion is too small compared to curry served.
03/06/2025 20:53:40,Sheetal Joshi,211CS21,sheetaljoshi.211cs21@nitk.edu.in,Block VII(Shivalik),12/20/2024,Service,No provision for students to get seconds even when food is available.
03/06/2025 21:04:51,Naveen Sharma,241IT29,naveensharma.241it29@nitk.edu.in,Block VI(Kailash),12/19/2024,Timing/Availability,Menu not displayed at entrance creating confusion.
03/06/2025 21:16:02,Sonia Patel,231CS36,soniapatel.231cs36@nitk.edu.in,Block III(Vindhya),12/19/2024,Food Hygiene,Fruit juices seem diluted and have strange smell.
03/06/2025 21:27:13,Manish Singh,221ME02,manishsingh.221me02@nitk.edu.in,Mega mess,12/18/2024,Food Quality,Upma was too dry and tasteless.
03/06/2025 21:38:24,Geeta Kumar,211EC32,geetakumar.211ec32@nitk.edu.in,Block V(Nilgiri),12/18/2024,Food Quantity,Chicken curry has more gravy than actual chicken pieces.
03/06/2025 21:49:35,Sunil Verma,241CS19,sunilverma.241cs19@nitk.edu.in,Block II(Aravali),12/17/2024,Service,Students with later classes get less variety as items run out.
03/06/2025 22:00:46,Reema Shah,231IT42,reemashah.231it42@nitk.edu.in,Block IV(Satpura),12/17/2024,Timing/Availability,Closing time on holidays is too early.
03/06/2025 22:11:57,Hiren Patel,221CS13,hirenpatel.221cs13@nitk.edu.in,Block VIII(Trishul),12/16/2024,Food Hygiene,Refrigerated items smell like other food items.
03/06/2025 22:23:08,Maya Singh,211ME31,mayasingh.211me31@nitk.edu.in,Mega mess,12/16/2024,Food Quality,Pulao had uncooked rice grains throughout.
03/06/2025 22:34:19,Kiran Kumar,241EC15,kirankumar.241ec15@nitk.edu.in,Block I(Himalaya),12/15/2024,Food Quantity,Not enough gravy provided with rice dishes.
03/06/2025 22:45:30,Pooja Sharma,231ME35,poojasharma.231me35@nitk.edu.in,Block VII(Shivalik),12/15/2024,Service,No hand sanitizer available at entrance.
03/06/2025 22:56:41,Rajat Joshi,221IT19,rajatjoshi.221it19@nitk.edu.in,Block VI(Kailash),12/14/2024,Timing/Availability,Sunday brunch starts too late for early risers.
03/06/2025 23:07:52,Nisha Verma,211CS25,nishaverma.211cs25@nitk.edu.in,Block III(Vindhya),12/14/2024,Food Hygiene,Food warmers not maintained at proper temperature.
03/06/2025 23:19:03,Amit Kumar,241IT36,amitkumar.241it36@nitk.edu.in,Mega mess,12/13/2024,Food Quality,Butter chicken was too sweet instead of spicy.
03/06/2025 23:30:14,Seema Singh,231EC10,seemasingh.231ec10@nitk.edu.in,Block V(Nilgiri),12/13/2024,Food Quantity,Bread toast served is too thin and small.
03/06/2025 23:41:25,Varun Patel,221ME44,varunpatel.221me44@nitk.edu.in,Block II(Aravali),12/12/2024,Service,Mess workers shouting across hall is disturbing.
03/06/2025 23:52:36,Jyoti Kumar,211IT15,jyotikumar.211it15@nitk.edu.in,Block IV(Satpura),12/12/2024,Timing/Availability,Limited time for lunch causes rushing and indigestion.
03/07/2025 00:03:47,Harish Singh,241CS31,harishsingh.241cs31@nitk.edu.in,Block VIII(Trishul),12/11/2024,Food Hygiene,Chopping boards look unclean and stained.
03/07/2025 00:14:58,Bhavna Sharma,231ME08,bhavnasharma.231me08@nitk.edu.in,Mega mess,12/11/2024,Food Quality,Parathas were burnt on outside but raw inside.
03/07/2025 00:26:09,Alok Kumar,221EC27,alokkumar.221ec27@nitk.edu.in,Block I(Himalaya),12/10/2024,Food Quantity,Curd served in extremely small cups.
03/07/2025 00:37:20,Sapna Joshi,211CS40,sapnajoshi.211cs40@nitk.edu.in,Block VII(Shivalik),12/10/2024,Service,Dining tables wobble causing spills.
03/07/2025 00:48:31,Rahul Verma,241IT24,rahulverma.241it24@nitk.edu.in,Block VI(Kailash),12/09/2024,Timing/Availability,Midnight snacks during exam week not provided as promised.
03/07/2025 00:59:42,Anita Patel,231CS20,anitapatel.231cs20@nitk.edu.in,Block III(Vindhya),12/09/2024,Food Hygiene,Noticed cockroach near drink dispensers.
03/07/2025 01:10:53,Vivek Singh,221ME33,viveksingh.221me33@nitk.edu.in,Mega mess,12/08/2024,Food Quality,Sandwich bread was stale and dry.
03/07/2025 01:22:04,Sarika Kumar,211EC06,sarikakumar.211ec06@nitk.edu.in,Block V(Nilgiri),12/08/2024,Food Quantity,Soup bowls filled only halfway during dinner.
03/07/2025 01:33:15,Manoj Sharma,241CS07,manojsharma.241cs07@nitk.edu.in,Block II(Aravali),12/07/2024,Service,Tables not cleaned between student batches.
03/07/2025 01:44:26,Bharti Joshi,231IT39,bhartijoshi.231it39@nitk.edu.in,Block IV(Satpura),12/07/2024,Timing/Availability,Weekend breakfast timing is too short.
03/07/2025 01:55:37,Saurabh Patel,221CS29,saurabhpatel.221cs29@nitk.edu.in,Block VIII(Trishul),12/06/2024,Food Hygiene,Found small piece of plastic in rice serving.
03/07/2025 02:06:48,Jaya Singh,211ME22,jayasingh.211me22@nitk.edu.in,Mega mess,12/06/2024,Food Quality,Soya chunks in curry were hard and undercooked.
03/07/2025 02:17:59,Nikhil Kumar,241EC44,nikhilkumar.241ec44@nitk.edu.in,Block I(Himalaya),12/05/2024,Food Quantity,Breakfast serving size inadequate for grown adults.
03/07/2025 02:29:10,Anjali Verma,231ME27,anjaliverma.231me27@nitk.edu.in,Block VII(Shivalik),12/05/2024,Service,Wet floor near serving area is dangerous.
03/07/2025 02:40:21,Deepak Joshi,221IT08,deepakjoshi.221it08@nitk.edu.in,Block VI(Kailash),12/04/2024,Timing/Availability,No prior notice given for menu changes.
03/07/2025 02:51:32,Rita Sharma,211CS07,ritasharma.211cs07@nitk.edu.in,Block III(Vindhya),12/04/2024,Food Hygiene,Leftover food not properly covered between meal times.
03/07/2025 03:02:43,Vikash Singh,241IT14,vikashsingh.241it14@nitk.edu.in,Mega mess,12/03/2024,Food Quality,Khichdi was too watery without proper consistency.
03/07/2025 03:13:54,Seeta Kumar,231EC33,seetakumar.231ec33@nitk.edu.in,Block V(Nilgiri),12/03/2024,Food Quantity,Fruit serving is just one small piece per student.
03/07/2025 03:25:05,Praveen Verma,221ME17,praveenverma.221me17@nitk.edu.in,Block II(Aravali),12/02/2024,Service,Staff not responsive when items run out.
03/07/2025 03:36:16,Kavita Joshi,211IT29,kavitajoshi.211it29@nitk.edu.in,Block IV(Satpura),12/02/2024,Timing/Availability,Not enough time between breakfast end and lunch start.
03/07/2025 03:47:27,Rajesh Kumar,241CS37,rajeshkumar.241cs37@nitk.edu.in,Block VIII(Trishul),12/01/2024,Food Hygiene,Water glasses have lipstick marks from previous users.
03/07/2025 03:58:38,Meena Singh,231ME04,meenasingh.231me04@nitk.edu.in,Mega mess,12/01/2024,Food Quality,Aloo paratha had very little potato filling inside.
03/07/2025 04:09:49,Santosh Patel,221EC21,santoshpatel.221ec21@nitk.edu.in,Block I(Himalaya),11/30/2024,Food Quantity,Coffee cups are too small for the price charged.
03/07/2025 04:21:00,Nandini Sharma,211CS33,nandinisharma.211cs33@nitk.edu.in,Block VII(Shivalik),11/30/2024,Service,Self-service counters not replenished quickly.
03/07/2025 04:32:11,Vishal Joshi,241IT47,vishaljoshi.241it47@nitk.edu.in,Block VI(Kailash),11/29/2024,Timing/Availability,No provision for packed meals when students have exams.
03/07/2025 04:43:22,Reshma Verma,231CS12,reshmaverma.231cs12@nitk.edu.in,Block III(Vindhya),11/29/2024,Food Hygiene,Fruit juices served without proper covering.
03/07/2025 04:54:33,Manish Kumar,221ME46,manishkumar.221me46@nitk.edu.in,Mega mess,11/28/2024,Food Quality,South Indian sambar was too diluted with no vegetables.
03/07/2025 05:05:44,Nisha Singh,211EC26,nishasingh.211ec26@nitk.edu.in,Block V(Nilgiri),11/28/2024,Food Quantity,Only half an orange given as fruit portion.
03/07/2025 05:16:55,Ajay Sharma,241CS03,ajaysharma.241cs03@nitk.edu.in,Block II(Aravali),11/27/2024,Service,Staff unhelpful when asked about ingredients for allergies.
03/07/2025 05:28:06,Rekha Joshi,231IT18,rekhajoshi.231it18@nitk.edu.in,Block IV(Satpura),11/27/2024,Timing/Availability,Lunch hours overlap with major classes.
03/07/2025 05:39:17,Suresh Patel,221CS42,sureshpatel.221cs42@nitk.edu.in,Block VIII(Trishul),11/26/2024,Food Hygiene,Food storage area visible to students looks disorganized.
03/07/2025 05:50:28,Jyoti Verma,211ME14,jyotiverma.211me14@nitk.edu.in,Mega mess,11/26/2024,Food Quality,Chinese noodles taste like instant Maggi noodles.
03/07/2025 06:01:39,Kamal Kumar,241EC27,kamalkumar.241ec27@nitk.edu.in,Block I(Himalaya),11/25/2024,Food Quantity,Boiled eggs served as half instead of whole.
03/07/2025 06:12:50,Alka Singh,231ME33,alkasingh.231me33@nitk.edu.in,Block VII(Shivalik),11/25/2024,Service,Food labels don't indicate ingredients clearly.
03/07/2025 06:24:01,Rohan Joshi,221IT12,rohanjoshi.221it12@nitk.edu.in,Block VI(Kailash),11/24/2024,Timing/Availability,No late dinner option for students with evening activities.
03/07/2025 06:35:12,Mala Sharma,211CS19,malasharma.211cs19@nitk.edu.in,Block III(Vindhya),11/24/2024,Food Hygiene,Found dead fly in rice serving.
03/07/2025 06:46:23,Sanjay Kumar,241IT31,sanjaykumar.241it31@nitk.edu.in,Mega mess,11/23/2024,Food Quality,Poori was too oily and indigestible.
03/07/2025 06:57:34,Radha Patel,231EC17,radhapatel.231ec17@nitk.edu.in,Block V(Nilgiri),11/23/2024,Food Quantity,Breakfast cereal served with too little milk.
03/07/2025 07:08:45,Vipul Verma,221ME24,vipulverma.221me24@nitk.edu.in,Block II(Aravali),11/22/2024,Service,Mess staff arguing with students over portion sizes.
03/07/2025 07:19:56,Lata Joshi,211IT43,latajoshi.211it43@nitk.edu.in,Block IV(Satpura),11/22/2024,Timing/Availability,Breakfast items changed daily without notice.
03/07/2025 07:31:07,Rakesh Kumar,241CS25,rakeshkumar.241cs25@nitk.edu.in,Block VIII(Trishul),11/21/2024,Food Hygiene,Kitchen staff not wearing gloves while handling ready-to-eat items.
03/07/2025 07:42:18,Aparna Singh,231ME17,aparnasingh.231me17@nitk.edu.in,Mega mess,11/21/2024,Food Quality,Tomato soup tasted like diluted ketchup.
03/07/2025 07:53:29,Anil Sharma,221EC36,anilsharma.221ec36@nitk.edu.in,Block I(Himalaya),11/20/2024,Food Quantity,Curry to rice ratio is heavily skewed toward rice.
03/07/2025 08:04:40,Padma Joshi,211CS46,padmajoshi.211cs46@nitk.edu.in,Block VII(Shivalik),11/20/2024,Service,No proper queue system causing confusion.
03/07/2025 08:15:51,Mohit Kumar,241IT05,mohitkumar.241it05@nitk.edu.in,Block VI(Kailash),11/19/2024,Timing/Availability,Special meals during festivals not available for all students.
03/07/2025 08:27:02,Nina Verma,231CS32,ninaverma.231cs32@nitk.edu.in,Block III(Vindhya),11/19/2024,Food Hygiene,Plates have soapy residue after washing.
03/07/2025 08:38:13,Deepak Singh,221ME11,deepaksingh.221me11@nitk.edu.in,Mega mess,11/18/2024,Food Quality,Pav bhaji had too much oil floating on top.
03/07/2025 08:49:24,Shalini Sharma,211EC04,shalinisharma.211ec04@nitk.edu.in,Block V(Nilgiri),11/18/2024,Food Quantity,Sweet dish portions reduced by half since last month.
03/07/2025 09:00:35,Venkat Patel,241CS44,venkatpatel.241cs44@nitk.edu.in,Block II(Aravali),11/17/2024,Service,Students at end of line get less choice as items run out.
03/07/2025 09:11:46,Suman Joshi,231IT02,sumanjoshi.231it02@nitk.edu.in,Block IV(Satpura),11/17/2024,Timing/Availability,Dinner service too crowded causing long waits.
03/07/2025 09:22:57,Naresh Kumar,221CS21,nareshkumar.221cs21@nitk.edu.in,Block VIII(Trishul),11/16/2024,Food Hygiene,Noticed ants crawling near bread basket.
03/07/2025 09:34:08,Usha Singh,211ME45,ushasingh.211me45@nitk.edu.in,Mega mess,11/16/2024,Food Quality,Vegetable pulao had very few vegetables.
03/07/2025 09:45:19,Kailash Verma,241EC03,kailashverma.241ec03@nitk.edu.in,Block I(Himalaya),11/15/2024,Food Quantity,One small pakora served per plate is insufficient.
03/07/2025 09:56:30,Shobha Kumar,231ME22,shobhakumar.231me22@nitk.edu.in,Block VII(Shivalik),11/15/2024,Service,Staff not wearing name tags making it hard to report issues.
03/07/2025 10:07:41,Rahul Joshi,221IT40,rahuljoshi.221it40@nitk.edu.in,Block VI(Kailash),11/14/2024,Timing/Availability,Can't get meals during sports practice time.
03/07/2025 10:18:52,Priti Sharma,211CS04,pritisharma.211cs04@nitk.edu.in,Block III(Vindhya),11/14/2024,Food Hygiene,Floor near serving area is slippery and dirty.
03/07/2025 10:30:03,Hemant Singh,241IT19,hemantsingh.241it19@nitk.edu.in,Mega mess,11/13/2024,Food Quality,Roti was half-cooked and doughy.
03/07/2025 10:41:14,Shweta Patel,231EC48,shwetapatel.231ec48@nitk.edu.in,Block V(Nilgiri),11/13/2024,Food Quantity,Only three spoons of rice given per serving.
03/07/2025 10:52:25,Dinesh Verma,221ME36,dineshverma.221me36@nitk.edu.in,Block II(Aravali),11/12/2024,Service,No help available for students with heavy bags during meal times.
03/07/2025 11:03:36,Anjana Joshi,211IT11,anjanajoshi.211it11@nitk.edu.in,Block IV(Satpura),11/12/2024,Timing/Availability,Lunch menu different from posted weekly menu.
03/07/2025 11:14:47,Ranjit Kumar,241CS16,ranjitkumar.241cs16@nitk.edu.in,Block VIII(Trishul),11/11/2024,Food Hygiene,Milk for coffee looks diluted and smells strange.
03/07/2025 11:25:58,Maya Singh,231ME41,mayasingh.231me41@nitk.edu.in,Mega mess,11/11/2024,Food Quality,Paneer curry had hard and chewy paneer.
03/07/2025 11:37:09,Sanjay Sharma,221EC05,sanjaysharma.221ec05@nitk.edu.in,Block I(Himalaya),11/10/2024,Food Quantity,Not enough variety in salad bar for the fees paid.
03/07/2025 11:48:20,Kamala Verma,211CS39,kamalaverma.211cs39@nitk.edu.in,Block VII(Shivalik),11/10/2024,Service,No assistance for disabled students during meal service.
03/07/2025 11:59:31,Arun Joshi,241IT44,arunjoshi.241it44@nitk.edu.in,Block VI(Kailash),11/09/2024,Timing/Availability,No meal card system causing manual checking delays.
03/07/2025 12:10:42,Renu Patel,231CS09,renupatel.231cs09@nitk.edu.in,Block III(Vindhya),11/09/2024,Food Hygiene,Salad veggies don't appear to be washed properly.
03/07/2025 12:21:53,Vinay Kumar,221ME29,vinaykumar.221me29@nitk.edu.in,Mega mess,11/08/2024,Food Quality,Dal fry was too runny with no consistency.
03/07/2025 12:33:04,Shashi Singh,211EC44,shashisingh.211ec44@nitk.edu.in,Block V(Nilgiri),11/08/2024,Food Quantity,Only one small piece of fish served per plate.
03/04/2025 09:34:07,Arjun Sharma,241IT24,arjunsharma.241it24@nitk.edu.in,Mega mess,02/27/2025,Timing/Availability,Limited dessert options; only served occasionally.
