Timestamp,Name,Roll Number,Email,Mess Chosen,Date,Type of Complaint,Description of the Issue
03/04/2025 09:34:07,Priya Singh,231CV39,priyasingh.231cv39@nitk.edu.in,Girls Block Mess(Annapoorna),02/12/2025,Food Hygiene,Cutlery and plates are not properly washed.
03/04/2025 09:34:07,Harsh Singh,231MT34,harshsingh.231mt34@nitk.edu.in,Block I(Karavali),01/11/2025,Food Quality,The rice is always overcooked and sticky.
03/04/2025 09:34:07,Pooja Yadav,241CV27,poojayadav.241cv27@nitk.edu.in,Girls Block Mess(Annapoorna),01/09/2025,Timing/Availability,The lemon slices in the salad are dry and unusable.
03/04/2025 09:34:07,Ritika Ghosh,211AI24,ritikaghosh.211ai24@nitk.edu.in,Girls Block Mess(Annapoorna),02/04/2025,Food Quality,Found a piece of rubber in my meal.
03/04/2025 09:34:07,Rohan Yadav,241IT12,rohanyadav.241it12@nitk.edu.in,Block V(Nilgiri),02/24/2025,Food Quality,The milk provided tastes sour and spoiled.
03/04/2025 09:34:07,Nitin Yadav,231CE15,nitinyadav.231ce15@nitk.edu.in,Mega mess,01/29/2025,Food Quality,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Rahul Sharma,221CE39,rahulsharma.221ce39@nitk.edu.in,Block I(Karavali),01/21/2025,Food Hygiene,Found an eggshell piece in the curry.
03/04/2025 09:34:07,Meera Patel,221CS26,meerapatel.221cs26@nitk.edu.in,Girls Block Mess(Annapoorna),01/21/2025,Food Quality,Need more healthy options in breakfast.
03/04/2025 09:34:07,Pooja Singh,231CE24,poojasingh.231ce24@nitk.edu.in,Girls Block Mess(Annapoorna),03/02/2025,Service,Tables are not wiped clean after meals.
03/04/2025 09:34:07,Rohan Singh,231MT24,rohansingh.231mt24@nitk.edu.in,Block VII(Sahyadri),03/01/2025,Food Quality,The quality of rice is poor; contains stones.
03/04/2025 09:34:07,Sandeep Desai,221CE39,sandeepdesai.221ce39@nitk.edu.in,Block II(Aravali),02/05/2025,Food Quality,The milk provided tastes sour and spoiled.
03/04/2025 09:34:07,Manoj Desai,211CV32,manojdesai.211cv32@nitk.edu.in,Mega mess,01/04/2025,Service,Some items are served cold instead of hot.
03/04/2025 09:34:07,Vikram Joshi,231CS32,vikramjoshi.231cs32@nitk.edu.in,Block V(Nilgiri),01/02/2025,Food Hygiene,The drinking glasses smell bad.
03/04/2025 09:34:07,Vikram Singh,211CY28,vikramsingh.211cy28@nitk.edu.in,Block I(Karavali),01/24/2025,Food Quality,The lemon juice is too diluted.
03/04/2025 09:34:07,Harsh Joshi,221MT11,harshjoshi.221mt11@nitk.edu.in,Block V(Nilgiri),01/24/2025,Food Quality,The chutney is too sour.
03/04/2025 09:34:07,Rahul Pillai,231EE24,rahulpillai.231ee24@nitk.edu.in,Block II(Aravali),01/12/2025,Food Quality,Too much use of red chili; food is too spicy.
03/04/2025 09:34:07,Arjun Joshi,231IT21,arjunjoshi.231it21@nitk.edu.in,Block III(Vindhya),01/30/2025,Food Hygiene,Some food items have excessive food color added.
03/04/2025 09:34:07,Rahul Reddy,231CS22,rahulreddy.231cs22@nitk.edu.in,Block VII(Sahyadri),02/16/2025,Food Quality,Juice is too diluted and lacks taste.
03/04/2025 09:34:07,Arjun Desai,221ME11,arjundesai.221me11@nitk.edu.in,Block IV(Satpura),02/02/2025,Timing/Availability,Limited dessert options; only served occasionally.
03/04/2025 09:34:07,Harsh Reddy,211CV15,harshreddy.211cv15@nitk.edu.in,Block V(Nilgiri),01/15/2025,Timing/Availability,Ice cream provided in summer is often melted.
03/04/2025 09:34:07,Harsh Desai,221MT22,harshdesai.221mt22@nitk.edu.in,Block II(Aravali),02/25/2025,Food Quality,The mess lacks proper ventilation.
03/04/2025 09:34:07,Rohan Reddy,231CY22,rohanreddy.231cy22@nitk.edu.in,Block III(Vindhya),02/18/2025,Food Quality,"The food has an odd smell, possibly stale."
03/04/2025 09:34:07,Vikram Yadav,231AI39,vikramyadav.231ai39@nitk.edu.in,Block II(Aravali),01/23/2025,Food Quality,Need more protein-rich food options.
03/04/2025 09:34:07,Manoj Desai,221ME19,manojdesai.221me19@nitk.edu.in,Mega mess,02/23/2025,Food Quality,Food is too salty and difficult to eat.
03/04/2025 09:34:07,Vikram Desai,211EE19,vikramdesai.211ee19@nitk.edu.in,Block II(Aravali),01/01/2025,Service,Some items are served cold instead of hot.
03/04/2025 09:34:07,Amit Pillai,221CY37,amitpillai.221cy37@nitk.edu.in,Block III(Vindhya),01/21/2025,Food Quality,The milk provided tastes sour and spoiled.
03/04/2025 09:34:07,Arjun Joshi,241CE18,arjunjoshi.241ce18@nitk.edu.in,Mega mess,01/11/2025,Food Hygiene,Found a plastic piece in my meal.
03/04/2025 09:34:07,Vikram Yadav,211MT34,vikramyadav.211mt34@nitk.edu.in,Block III(Vindhya),02/22/2025,Food Hygiene,The drinking water in the mess is not clean.
03/04/2025 09:34:07,Vikram Reddy,211MT17,vikramreddy.211mt17@nitk.edu.in,Block IV(Satpura),01/02/2025,Food Quality,The non-veg curry is too watery.
03/04/2025 09:34:07,Amit Iyer,211ME11,amitiyer.211me11@nitk.edu.in,Block V(Nilgiri),01/06/2025,Food Hygiene,The salad is not washed properly.
03/04/2025 09:34:07,Sandeep Sharma,241EC36,sandeepsharma.241ec36@nitk.edu.in,Block II(Aravali),01/22/2025,Timing/Availability,The curd has lumps and seems old.
03/04/2025 09:34:07,Rahul Pillai,221EC13,rahulpillai.221ec13@nitk.edu.in,Block VII(Sahyadri),02/10/2025,Timing/Availability,Sometimes the food has a burnt smell.
03/04/2025 09:34:07,Manoj Yadav,221CS31,manojyadav.221cs31@nitk.edu.in,Block VII(Sahyadri),01/10/2025,Food Quality,The quality of rice is poor; contains stones.
03/04/2025 09:34:07,Karthik Verma,211CV21,karthikverma.211cv21@nitk.edu.in,Block III(Vindhya),01/06/2025,Food Hygiene,Some utensils have rust stains on them.
03/04/2025 09:34:07,Manoj Desai,231AI26,manojdesai.231ai26@nitk.edu.in,Block VII(Sahyadri),02/01/2025,Food Quality,Need more protein-rich food options.
03/04/2025 09:34:07,Harsh Verma,241CE24,harshverma.241ce24@nitk.edu.in,Block III(Vindhya),02/23/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Vikram Iyer,211CS21,vikramiyer.211cs21@nitk.edu.in,Block IV(Satpura),02/15/2025,Food Hygiene,The floor is always wet and slippery.
03/04/2025 09:34:07,Rohan Pillai,241CY17,rohanpillai.241cy17@nitk.edu.in,Block III(Vindhya),01/03/2025,Timing/Availability,Some items run out before all students are served.
03/04/2025 09:34:07,Divya Verma,231EC36,divyaverma.231ec36@nitk.edu.in,Girls Block Mess(Annapoorna),02/28/2025,Food Quality,The coffee tastes burnt.
03/04/2025 09:34:07,Rahul Pillai,241CV22,rahulpillai.241cv22@nitk.edu.in,Block II(Aravali),03/02/2025,Food Quality,"Roti is not properly cooked, some are half-baked."
03/04/2025 09:34:07,Arjun Desai,231AI32,arjundesai.231ai32@nitk.edu.in,Block I(Karavali),01/29/2025,Food Hygiene,The floor is always wet and slippery.
03/04/2025 09:34:07,Sanya Patel,211CS29,sanyapatel.211cs29@nitk.edu.in,Girls Block Mess(Annapoorna),02/15/2025,Food Quality,The lemon juice is too diluted.
03/04/2025 09:34:07,Nitin Verma,211CY32,nitinverma.211cy32@nitk.edu.in,Block II(Aravali),01/16/2025,Service,No proper disposal bins for food waste.
03/04/2025 09:34:07,Amit Joshi,211IT36,amitjoshi.211it36@nitk.edu.in,Block I(Karavali),02/17/2025,Food Quality,Need more healthy options in breakfast.
03/04/2025 09:34:07,Rahul Desai,231EE19,rahuldesai.231ee19@nitk.edu.in,Mega mess,02/11/2025,Food Quality,The mess lacks proper ventilation.
03/04/2025 09:34:07,Karthik Patel,241IT17,karthikpatel.241it17@nitk.edu.in,Block VIII(Trishul),02/28/2025,Food Hygiene,Too many flies inside the mess area.
03/04/2025 09:34:07,Nitin Desai,231CY19,nitindesai.231cy19@nitk.edu.in,Block VII(Sahyadri),02/09/2025,Service,The spoons are too small for eating comfortably.
03/04/2025 09:34:07,Rahul Verma,221MT12,rahulverma.221mt12@nitk.edu.in,Block V(Nilgiri),01/29/2025,Food Quality,The fruits provided are overripe or rotten.
03/04/2025 09:34:07,Karthik Singh,211EC16,karthiksingh.211ec16@nitk.edu.in,Mega mess,01/01/2025,Food Quantity,The quantity of vegetables is not sufficient.
03/04/2025 09:34:07,Nitin Joshi,221CV14,nitinjoshi.221cv14@nitk.edu.in,Block I(Karavali),03/02/2025,Service,No tissue paper is provided in the mess.
03/04/2025 09:34:07,Nitin Joshi,221AI33,nitinjoshi.221ai33@nitk.edu.in,Block II(Aravali),02/16/2025,Timing/Availability,The food is served cold most of the time.
03/04/2025 09:34:07,Sandeep Reddy,241EC12,sandeepreddy.241ec12@nitk.edu.in,Block II(Aravali),01/30/2025,Timing/Availability,Butter is often unavailable for roti.
03/04/2025 09:34:07,Karthik Sharma,221AI33,karthiksharma.221ai33@nitk.edu.in,Block V(Nilgiri),02/27/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Manoj Sharma,241MT32,manojsharma.241mt32@nitk.edu.in,Block I(Karavali),02/08/2025,Food Quality,No sugar-free options available for diabetics.
03/04/2025 09:34:07,Harsh Desai,241MT19,harshdesai.241mt19@nitk.edu.in,Block VIII(Trishul),01/21/2025,Food Quality,"Breakfast items are not fresh, often stale."
03/04/2025 09:34:07,Rohan Sharma,231EE31,rohansharma.231ee31@nitk.edu.in,Block IV(Satpura),01/11/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Nitin Patel,221CS16,nitinpatel.221cs16@nitk.edu.in,Block VIII(Trishul),02/01/2025,Food Quality,Too much use of red chili; food is too spicy.
03/04/2025 09:34:07,Priya Nair,221AI25,priyanair.221ai25@nitk.edu.in,Girls Block Mess(Annapoorna),01/24/2025,Food Quality,Rice is undercooked and hard to chew.
03/04/2025 09:34:07,Vikram Patel,221CV18,vikrampatel.221cv18@nitk.edu.in,Block II(Aravali),01/07/2025,Food Hygiene,The drinking water in the mess is not clean.
03/04/2025 09:34:07,Sandeep Sharma,231CV28,sandeepsharma.231cv28@nitk.edu.in,Block IV(Satpura),01/05/2025,Food Quantity,The quantity of vegetables is not sufficient.
03/04/2025 09:34:07,Pooja Singh,241AI39,poojasingh.241ai39@nitk.edu.in,Girls Block Mess(Annapoorna),03/01/2025,Food Quality,The sabzi is too oily and spicy.
03/04/2025 09:34:07,Sandeep Sharma,241ME24,sandeepsharma.241me24@nitk.edu.in,Block IV(Satpura),01/01/2025,Service,The noise level in the mess is too high.
03/04/2025 09:34:07,Rohan Pillai,241ME15,rohanpillai.241me15@nitk.edu.in,Block VII(Sahyadri),01/03/2025,Food Quantity,Serving portions are inconsistent for different students.
03/04/2025 09:34:07,Arjun Iyer,231ME14,arjuniyer.231me14@nitk.edu.in,Block VIII(Trishul),01/01/2025,Food Quantity,Some food items are served in excessive quantities and wasted.
03/04/2025 09:34:07,Manoj Joshi,211CY11,manojjoshi.211cy11@nitk.edu.in,Block VIII(Trishul),01/14/2025,Food Quality,The fruits provided are overripe or rotten.
03/04/2025 09:34:07,Divya Dutta,231EE38,divyadutta.231ee38@nitk.edu.in,Girls Block Mess(Annapoorna),02/04/2025,Food Hygiene,Found an insect in the dal.
03/04/2025 09:34:07,Sandeep Singh,211AI13,sandeepsingh.211ai13@nitk.edu.in,Block V(Nilgiri),01/07/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Meera Singh,231IT31,meerasingh.231it31@nitk.edu.in,Girls Block Mess(Annapoorna),01/12/2025,Food Hygiene,Found an insect in the dal.
03/04/2025 09:34:07,Nitin Sharma,231EC36,nitinsharma.231ec36@nitk.edu.in,Block IV(Satpura),01/09/2025,Food Hygiene,Cutlery and plates are not properly washed.
03/04/2025 09:34:07,Amit Iyer,241EC12,amitiyer.241ec12@nitk.edu.in,Block V(Nilgiri),02/28/2025,Food Hygiene,Found an insect in the dal.
03/04/2025 09:34:07,Sandeep Singh,231CV22,sandeepsingh.231cv22@nitk.edu.in,Block V(Nilgiri),02/10/2025,Timing/Availability,Butter is often unavailable for roti.
03/04/2025 09:34:07,Ananya Reddy,231CE14,ananyareddy.231ce14@nitk.edu.in,Girls Block Mess(Annapoorna),01/21/2025,Service,The serving counter is too congested.
03/04/2025 09:34:07,Karthik Iyer,231AI26,karthikiyer.231ai26@nitk.edu.in,Block IV(Satpura),01/29/2025,Food Quality,The egg curry has too little egg.
03/04/2025 09:34:07,Sanya Bose,211EC14,sanyabose.211ec14@nitk.edu.in,Girls Block Mess(Annapoorna),01/18/2025,Food Quality,Found a piece of rubber in my meal.
03/04/2025 09:34:07,Vikram Patel,221AI15,vikrampatel.221ai15@nitk.edu.in,Block III(Vindhya),01/28/2025,Food Quality,The chutney is too sour.
03/04/2025 09:34:07,Vikram Iyer,221CS21,vikramiyer.221cs21@nitk.edu.in,Block II(Aravali),02/17/2025,Food Quality,"Roti is not properly cooked, some are half-baked."
03/04/2025 09:34:07,Rohan Sharma,221CS14,rohansharma.221cs14@nitk.edu.in,Mega mess,02/08/2025,Food Quality,Some vegetables taste bitter and old.
03/04/2025 09:34:07,Divya Sharma,231EE39,divyasharma.231ee39@nitk.edu.in,Girls Block Mess(Annapoorna),02/09/2025,Food Hygiene,Found an eggshell piece in the curry.
03/04/2025 09:34:07,Karthik Desai,241CS39,karthikdesai.241cs39@nitk.edu.in,Block I(Karavali),02/07/2025,Food Quality,Poor ventilation in the mess; feels suffocating.
03/04/2025 09:34:07,Manoj Pillai,221EC39,manojpillai.221ec39@nitk.edu.in,Block VIII(Trishul),01/09/2025,Food Quantity,The quantity of curd is too less.
03/04/2025 09:34:07,Harsh Patel,241CE23,harshpatel.241ce23@nitk.edu.in,Block II(Aravali),01/19/2025,Food Quality,Not enough green vegetables in the diet.
03/04/2025 09:34:07,Aisha Reddy,221EE35,aishareddy.221ee35@nitk.edu.in,Girls Block Mess(Annapoorna),02/19/2025,Food Hygiene,Some food items have excessive food color added.
03/04/2025 09:34:07,Neha Reddy,241IT38,nehareddy.241it38@nitk.edu.in,Girls Block Mess(Annapoorna),01/28/2025,Food Hygiene,The food containers are not covered properly.
03/04/2025 09:34:07,Rahul Desai,211MT11,rahuldesai.211mt11@nitk.edu.in,Block V(Nilgiri),02/04/2025,Food Quality,The food served is inconsistent in quality.
03/04/2025 09:34:07,Karthik Pillai,231IT21,karthikpillai.231it21@nitk.edu.in,Block I(Karavali),02/12/2025,Food Hygiene,The dustbins are overflowing.
03/04/2025 09:34:07,Swati Patel,231MT22,swatipatel.231mt22@nitk.edu.in,Girls Block Mess(Annapoorna),01/09/2025,Food Quality,The egg curry has too little egg.
03/04/2025 09:34:07,Harsh Joshi,211CS31,harshjoshi.211cs31@nitk.edu.in,Mega mess,01/10/2025,Service,Extra servings are denied even when food is available.
03/04/2025 09:34:07,Arjun Iyer,211MT26,arjuniyer.211mt26@nitk.edu.in,Mega mess,01/04/2025,Timing/Availability,Mess timings are not followed properly.
03/04/2025 09:34:07,Vikram Pillai,221CE12,vikrampillai.221ce12@nitk.edu.in,Mega mess,02/25/2025,Food Quality,Too much use of red chili; food is too spicy.
03/04/2025 09:34:07,Harsh Pillai,211CE25,harshpillai.211ce25@nitk.edu.in,Block IV(Satpura),01/06/2025,Service,The mess hall is too crowded during peak hours.
03/04/2025 09:34:07,Karthik Patel,211EC13,karthikpatel.211ec13@nitk.edu.in,Block V(Nilgiri),01/05/2025,Food Quality,The cut fruits are not stored properly.
03/04/2025 09:34:07,Neha Verma,231ME19,nehaverma.231me19@nitk.edu.in,Girls Block Mess(Annapoorna),02/24/2025,Food Hygiene,The floor is always wet and slippery.
03/04/2025 09:34:07,Arjun Verma,231CS26,arjunverma.231cs26@nitk.edu.in,Block II(Aravali),01/20/2025,Food Hygiene,Found a piece of metal in the chapati.
03/04/2025 09:34:07,Vikram Singh,211CE36,vikramsingh.211ce36@nitk.edu.in,Block VII(Sahyadri),02/27/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Vikram Pillai,231EE14,vikrampillai.231ee14@nitk.edu.in,Block VII(Sahyadri),02/11/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Harsh Pillai,231MT17,harshpillai.231mt17@nitk.edu.in,Block VII(Sahyadri),02/09/2025,Food Quality,The non-veg curry is too watery.
03/04/2025 09:34:07,Sandeep Reddy,211EE25,sandeepreddy.211ee25@nitk.edu.in,Block III(Vindhya),01/18/2025,Food Quality,Found a piece of rubber in my meal.
03/04/2025 09:34:07,Amit Reddy,221CE28,amitreddy.221ce28@nitk.edu.in,Block V(Nilgiri),01/09/2025,Food Hygiene,Found a broken piece of glass in my food.
03/04/2025 09:34:07,Manoj Singh,211CV15,manojsingh.211cv15@nitk.edu.in,Block I(Karavali),02/27/2025,Food Quality,Not enough green vegetables in the diet.
03/04/2025 09:34:07,Nitin Sharma,231IT22,nitinsharma.231it22@nitk.edu.in,Block V(Nilgiri),02/14/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Vikram Singh,241MT24,vikramsingh.241mt24@nitk.edu.in,Block VIII(Trishul),02/07/2025,Food Hygiene,Too many flies inside the mess area.
03/04/2025 09:34:07,Karthik Patel,231CS39,karthikpatel.231cs39@nitk.edu.in,Mega mess,02/27/2025,Food Quantity,The quantity of curd is too less.
03/04/2025 09:34:07,Manoj Sharma,221EC26,manojsharma.221ec26@nitk.edu.in,Block VIII(Trishul),01/06/2025,Food Hygiene,Found a hair strand in my food.
03/04/2025 09:34:07,Arjun Yadav,231CV37,arjunyadav.231cv37@nitk.edu.in,Block IV(Satpura),02/22/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Vikram Sharma,241CY18,vikramsharma.241cy18@nitk.edu.in,Block II(Aravali),02/23/2025,Food Quality,The quality of rice is poor; contains stones.
03/04/2025 09:34:07,Harsh Iyer,241MT38,harshiyer.241mt38@nitk.edu.in,Block V(Nilgiri),02/11/2025,Food Quality,Not enough green vegetables in the diet.
03/04/2025 09:34:07,Rohan Reddy,211IT15,rohanreddy.211it15@nitk.edu.in,Block VIII(Trishul),01/30/2025,Timing/Availability,Limited dessert options; only served occasionally.
03/04/2025 09:34:07,Harsh Yadav,221CY39,harshyadav.221cy39@nitk.edu.in,Block IV(Satpura),02/08/2025,Food Hygiene,Found a plastic piece in my meal.
03/04/2025 09:34:07,Rohan Iyer,231EE34,rohaniyer.231ee34@nitk.edu.in,Block VIII(Trishul),01/04/2025,Service,The serving counter is too congested.
03/04/2025 09:34:07,Nitin Pillai,221MT28,nitinpillai.221mt28@nitk.edu.in,Block VII(Sahyadri),02/01/2025,Food Hygiene,Some food items have excessive food color added.
03/04/2025 09:34:07,Sandeep Singh,211CY11,sandeepsingh.211cy11@nitk.edu.in,Block III(Vindhya),01/28/2025,Food Hygiene,Found an eggshell piece in the curry.
03/04/2025 09:34:07,Sandeep Patel,221ME38,sandeeppatel.221me38@nitk.edu.in,Block I(Karavali),01/17/2025,Timing/Availability,The lemon slices in the salad are dry and unusable.
03/04/2025 09:34:07,Harsh Desai,211CE36,harshdesai.211ce36@nitk.edu.in,Block II(Aravali),01/26/2025,Food Quality,The fruits provided are overripe or rotten.
03/04/2025 09:34:07,Rahul Desai,221EE22,rahuldesai.221ee22@nitk.edu.in,Block III(Vindhya),01/02/2025,Food Quality,Dal is too watery and lacks taste.
03/04/2025 09:34:07,Arjun Reddy,221ME15,arjunreddy.221me15@nitk.edu.in,Block V(Nilgiri),01/23/2025,Timing/Availability,The mess menu needs more variety.
03/04/2025 09:34:07,Meera Dutta,221CE24,meeradutta.221ce24@nitk.edu.in,Girls Block Mess(Annapoorna),02/05/2025,Food Quality,Rice is undercooked and hard to chew.
03/04/2025 09:34:07,Karthik Iyer,231CS18,karthikiyer.231cs18@nitk.edu.in,Block III(Vindhya),01/14/2025,Service,The spoons are too small for eating comfortably.
03/04/2025 09:34:07,Manoj Singh,231CY37,manojsingh.231cy37@nitk.edu.in,Block I(Karavali),01/06/2025,Food Hygiene,The food counter is always messy.
03/04/2025 09:34:07,Karthik Sharma,211EE11,karthiksharma.211ee11@nitk.edu.in,Block VIII(Trishul),02/09/2025,Food Hygiene,The floor is always wet and slippery.
03/04/2025 09:34:07,Nitin Verma,221CE12,nitinverma.221ce12@nitk.edu.in,Block III(Vindhya),01/28/2025,Food Quality,The cut fruits are not stored properly.
03/04/2025 09:34:07,Manoj Desai,231EE29,manojdesai.231ee29@nitk.edu.in,Block IV(Satpura),02/24/2025,Timing/Availability,Butter milk is too watery and tasteless.
03/04/2025 09:34:07,Rahul Joshi,221CS27,rahuljoshi.221cs27@nitk.edu.in,Block VIII(Trishul),01/20/2025,Food Hygiene,The salad is not washed properly.
03/04/2025 09:34:07,Rohan Patel,221CE12,rohanpatel.221ce12@nitk.edu.in,Block II(Aravali),02/12/2025,Food Quality,Some vegetables taste bitter and old.
03/04/2025 09:34:07,Sanya Sharma,231MT33,sanyasharma.231mt33@nitk.edu.in,Girls Block Mess(Annapoorna),01/04/2025,Food Quality,The quality of pickles is poor.
03/04/2025 09:34:07,Arjun Patel,241CS33,arjunpatel.241cs33@nitk.edu.in,Block IV(Satpura),02/10/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Aisha Ghosh,221CE33,aishaghosh.221ce33@nitk.edu.in,Girls Block Mess(Annapoorna),01/18/2025,Timing/Availability,The food is served cold most of the time.
03/04/2025 09:34:07,Arjun Patel,241EE23,arjunpatel.241ee23@nitk.edu.in,Block III(Vindhya),02/11/2025,Service,No proper labeling of dishes for vegetarians.
03/04/2025 09:34:07,Meera Nair,211EE29,meeranair.211ee29@nitk.edu.in,Girls Block Mess(Annapoorna),02/28/2025,Timing/Availability,The mess menu needs more variety.
03/04/2025 09:34:07,Nitin Yadav,221EE32,nitinyadav.221ee32@nitk.edu.in,Block I(Karavali),01/28/2025,Food Quality,Found a piece of rubber in my meal.
03/04/2025 09:34:07,Neha Verma,231IT26,nehaverma.231it26@nitk.edu.in,Girls Block Mess(Annapoorna),02/28/2025,Food Hygiene,Found a plastic piece in my meal.
03/04/2025 09:34:07,Manoj Reddy,211EE32,manojreddy.211ee32@nitk.edu.in,Block V(Nilgiri),02/04/2025,Food Quantity,The quantity of vegetables is not sufficient.
03/04/2025 09:34:07,Amit Verma,231MT32,amitverma.231mt32@nitk.edu.in,Block I(Karavali),02/03/2025,Food Quality,The egg curry has too little egg.
03/04/2025 09:34:07,Harsh Sharma,231IT34,harshsharma.231it34@nitk.edu.in,Block V(Nilgiri),01/29/2025,Timing/Availability,Butter milk is too watery and tasteless.
03/04/2025 09:34:07,Sandeep Desai,211CV15,sandeepdesai.211cv15@nitk.edu.in,Block II(Aravali),01/07/2025,Timing/Availability,Butter is often unavailable for roti.
03/04/2025 09:34:07,Priya Singh,221CV26,priyasingh.221cv26@nitk.edu.in,Girls Block Mess(Annapoorna),01/26/2025,Food Hygiene,The drinking water in the mess is not clean.
03/04/2025 09:34:07,Sandeep Verma,211AI33,sandeepverma.211ai33@nitk.edu.in,Block I(Karavali),02/11/2025,Service,The mess staff is rude and uncooperative.
03/04/2025 09:34:07,Rohan Sharma,241AI32,rohansharma.241ai32@nitk.edu.in,Block II(Aravali),02/10/2025,Service,Some items are served cold instead of hot.
03/04/2025 09:34:07,Arjun Patel,221CE19,arjunpatel.221ce19@nitk.edu.in,Block VIII(Trishul),01/02/2025,Food Quality,The milk provided tastes sour and spoiled.
03/04/2025 09:34:07,Karthik Desai,211CV21,karthikdesai.211cv21@nitk.edu.in,Block VIII(Trishul),01/31/2025,Food Quality,Food trays are often sticky and unclean.
03/04/2025 09:34:07,Manoj Yadav,221ME22,manojyadav.221me22@nitk.edu.in,Mega mess,03/01/2025,Service,There are not enough seats available.
03/04/2025 09:34:07,Sandeep Singh,211CY29,sandeepsingh.211cy29@nitk.edu.in,Mega mess,02/15/2025,Food Hygiene,Found a broken piece of glass in my food.
03/04/2025 09:34:07,Karthik Reddy,241CV32,karthikreddy.241cv32@nitk.edu.in,Mega mess,01/28/2025,Food Quality,The sabzi is too oily and spicy.
03/04/2025 09:34:07,Rohan Desai,231IT32,rohandesai.231it32@nitk.edu.in,Block II(Aravali),01/06/2025,Food Quality,Some vegetables taste bitter and old.
03/04/2025 09:34:07,Rahul Iyer,211AI26,rahuliyer.211ai26@nitk.edu.in,Mega mess,02/24/2025,Food Quality,The rice is always overcooked and sticky.
03/04/2025 09:34:07,Nitin Pillai,221AI36,nitinpillai.221ai36@nitk.edu.in,Block VII(Sahyadri),02/08/2025,Timing/Availability,The lemon slices in the salad are dry and unusable.
03/04/2025 09:34:07,Rohan Reddy,211AI28,rohanreddy.211ai28@nitk.edu.in,Block IV(Satpura),02/20/2025,Food Quality,The rice contains husk and dirt particles.
03/04/2025 09:34:07,Manoj Desai,231CY34,manojdesai.231cy34@nitk.edu.in,Block III(Vindhya),01/31/2025,Food Hygiene,Found a broken piece of glass in my food.
03/04/2025 09:34:07,Harsh Sharma,221CE39,harshsharma.221ce39@nitk.edu.in,Block II(Aravali),01/19/2025,Food Hygiene,Found a broken piece of glass in my food.
03/04/2025 09:34:07,Rahul Sharma,221EC13,rahulsharma.221ec13@nitk.edu.in,Mega mess,01/08/2025,Service,Spoons and forks are often missing from the counter.
03/04/2025 09:34:07,Ritika Patel,221CV21,ritikapatel.221cv21@nitk.edu.in,Girls Block Mess(Annapoorna),01/26/2025,Service,The mess hall is too crowded during peak hours.
03/04/2025 09:34:07,Harsh Pillai,211EC37,harshpillai.211ec37@nitk.edu.in,Mega mess,01/14/2025,Food Quality,The milk provided tastes sour and spoiled.
03/04/2025 09:34:07,Karthik Joshi,241IT16,karthikjoshi.241it16@nitk.edu.in,Block V(Nilgiri),02/25/2025,Food Hygiene,The food counter is always messy.
03/04/2025 09:34:07,Meera Verma,241MT12,meeraverma.241mt12@nitk.edu.in,Girls Block Mess(Annapoorna),01/12/2025,Timing/Availability,Sometimes the food has a burnt smell.
03/04/2025 09:34:07,Nitin Pillai,221EE31,nitinpillai.221ee31@nitk.edu.in,Mega mess,01/28/2025,Food Quality,The dal is not properly cooked.
03/04/2025 09:34:07,Vikram Desai,231MT23,vikramdesai.231mt23@nitk.edu.in,Block II(Aravali),01/22/2025,Timing/Availability,No option for boiled eggs in breakfast.
03/04/2025 09:34:07,Amit Joshi,221CE34,amitjoshi.221ce34@nitk.edu.in,Block I(Karavali),02/24/2025,Service,The spoons are too small for eating comfortably.
03/04/2025 09:34:07,Rahul Reddy,211CE26,rahulreddy.211ce26@nitk.edu.in,Block VII(Sahyadri),02/11/2025,Service,The spoons are too small for eating comfortably.
03/04/2025 09:34:07,Karthik Joshi,221IT29,karthikjoshi.221it29@nitk.edu.in,Mega mess,01/13/2025,Food Quality,Dal is too watery and lacks taste.
03/04/2025 09:34:07,Manoj Iyer,221IT36,manojiyer.221it36@nitk.edu.in,Block VIII(Trishul),01/10/2025,Food Quality,The mess lacks proper ventilation.
03/04/2025 09:34:07,Vikram Joshi,221IT23,vikramjoshi.221it23@nitk.edu.in,Block VII(Sahyadri),02/04/2025,Food Hygiene,Found a piece of metal in the chapati.
03/04/2025 09:34:07,Karthik Verma,231CY14,karthikverma.231cy14@nitk.edu.in,Block VII(Sahyadri),03/01/2025,Service,There is no hand sanitizer available.
03/04/2025 09:34:07,Nitin Sharma,211CE37,nitinsharma.211ce37@nitk.edu.in,Block IV(Satpura),02/17/2025,Food Quality,The rice contains husk and dirt particles.
